"NORDEN"	"IDHOGAR"	"TMUNI"	"NHOGAR"	"EHOGAR"	"SEXO"	"EDAD"	"NACIONALIDAD"	"ESTUDIANTE"	"REGLADO"	"NOREGLADO"	"NEST"	"NEST2"	"C01"	"C03"	"C04"	"MCL"	"C08"	"C09A"	"C10"	"C11A"	"C12"	"C13A"	"C14"	"C15A"	"C16"	"C17A"	"C18"	"C19A"	"C20"	"C21A"	"C22"	"C23A"	"C24"	"C25A"	"C26"	"C27A"	"C28A"	"C29A"	"C31A"	"C33A"	"C34A"	"DLIB"	"LIB"	"D42"	"D43"	"D44"	"D45"	"D47"	"D48"	"D50"	"D51"	"D53"	"D54"	"D56"	"D57"	"GTT"	"GTS"	"GTSR"	"GTSNR"	"GTB"	"E59"	"E60R1"	"E60R2"	"E60R3"	"E60R4"	"E60R5"	"E60R6"	"E61R1"	"E61R2"	"E61R3"	"E61R4"	"E61R5"	"E61R6"	"E61R7"	"E62R1"	"E62R2"	"E62R3"	"E62R4"	"FACTOR"
"0109763"	"0014"	"1"	" 4"	" 1"	"1"	"044"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3823.520985
"0109779"	"0014"	"1"	" 4"	" 1"	"2"	"039"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3823.520985
"0109785"	"0014"	"1"	" 4"	" 1"	"1"	"003"	"1"	"1"	"1"	"0"	"1"	"01"	"1"	"2"	" "	0	"1"	516	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"1"	60	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	596	536	536	NA	60	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3823.520985
"0109798"	"0014"	"1"	" 4"	" 1"	"2"	"001"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3823.520985
"0109802"	"0015"	"1"	" 4"	" 3"	"2"	"040"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	90	NA	NA	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	90	90	NA	90	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4143.84958
"0109819"	"0015"	"1"	" 4"	" 3"	"1"	"039"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4143.84958
"0109824"	"0015"	"1"	" 4"	" 3"	"2"	"009"	"1"	"1"	"1"	"1"	"2"	"03"	"2"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	30	"1"	18	"1"	720	"2"	NA	NA	NA	330	NA	NA	"1"	240	"2"	NA	"2"	NA	"1"	240	"2"	NA	"2"	NA	"2"	NA	1578	1098	768	330	480	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4143.84958
"0109830"	"0015"	"1"	" 4"	" 3"	"2"	"006"	"1"	"1"	"1"	"0"	"1"	"02"	"2"	"2"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	15	"1"	17	"1"	720	"2"	NA	NA	NA	NA	NA	NA	"1"	32	"2"	NA	"2"	NA	"1"	240	"2"	NA	"2"	NA	"2"	NA	1024	752	752	NA	272	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	4143.84958
"0067220"	"0016"	"4"	" 4"	" 2"	"1"	"050"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1050.133951
"0067236"	"0016"	"4"	" 4"	" 2"	"2"	"050"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1050.133951
"0067241"	"0016"	"4"	" 4"	" 2"	"2"	"020"	"1"	"1"	"1"	"0"	"4"	"09"	"1"	"1"	" "	0	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	300	"1"	75	" "	NA	"1"	10	"2"	NA	"2"	NA	"2"	NA	385	0	0	NA	385	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1050.133951
"0067254"	"0016"	"4"	" 4"	" 2"	"2"	"012"	"1"	"1"	"1"	"0"	"3"	"04"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	5	"2"	NA	"2"	NA	"1"	252	NA	NA	NA	NA	NA	"1"	50	"1"	100	"2"	NA	"1"	80	"2"	NA	"1"	350	"2"	NA	837	257	257	NA	580	"1"	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1050.133951
"0067267"	"0017"	"4"	" 8"	" 3"	"1"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067273"	"0017"	"4"	" 8"	" 3"	"1"	"022"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067289"	"0017"	"4"	" 8"	" 3"	"1"	"016"	"1"	"1"	"1"	"0"	"3"	"04"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	80	"1"	40	"1"	40	"1"	30	"2"	NA	"2"	NA	"2"	NA	240	50	50	NA	190	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067292"	"0017"	"4"	" 8"	" 3"	"1"	"009"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"1"	540	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	200	"2"	NA	"1"	70	"1"	80	"2"	NA	"2"	NA	"2"	NA	910	560	560	NA	350	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067306"	"0017"	"4"	" 8"	" 3"	"2"	"046"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067313"	"0017"	"4"	" 8"	" 3"	"2"	"009"	"1"	"1"	"1"	"0"	"2"	"03"	"1"	"1"	" "	0	"1"	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	20	"2"	NA	"1"	70	"1"	30	"2"	NA	"2"	NA	"2"	NA	140	20	20	NA	120	"1"	" "	"1"	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067328"	"0017"	"4"	" 8"	" 3"	"2"	"019"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067334"	"0017"	"4"	" 8"	" 3"	"1"	"000"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1284.867799
"0067349"	"0018"	"4"	" 4"	" 2"	"1"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1296.856079
"0067352"	"0018"	"4"	" 4"	" 2"	"2"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1296.856079
"0067365"	"0018"	"4"	" 4"	" 2"	"1"	"023"	"1"	"1"	"1"	"1"	"4"	"09"	"1"	"1"	" "	0	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	150	"1"	20	"1"	30	" "	NA	"1"	20	"2"	NA	"1"	150	"2"	NA	370	150	0	150	220	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1296.856079
"0067371"	"0018"	"4"	" 4"	" 2"	"1"	"020"	"1"	"1"	"1"	"0"	"4"	"09"	"1"	"1"	" "	0	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"2"	NA	"1"	50	" "	NA	"1"	20	"2"	NA	"2"	NA	"2"	NA	70	0	0	NA	70	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	1296.856079
"0067387"	"0019"	"4"	" 2"	" 1"	"2"	"016"	"1"	"1"	"1"	"1"	"3"	"05"	"1"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"1"	50	"2"	NA	"1"	70	"2"	NA	NA	408	NA	NA	NA	"1"	365	"1"	15	"2"	NA	"1"	100	"1"	84	"1"	50	"1"	20	1162	528	120	408	634	"1"	" "	" "	" "	" "	" "	" "	"1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1442.027833
"0067390"	"0019"	"4"	" 2"	" 1"	"2"	"049"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1442.027833
"0046376"	"0020"	"4"	" 3"	" 1"	"1"	"034"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1837.155468
"0046382"	"0020"	"4"	" 3"	" 1"	"2"	"038"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1837.155468
"0046395"	"0020"	"4"	" 3"	" 1"	"2"	"001"	"1"	"1"	"1"	"0"	"1"	"01"	"2"	"1"	" "	50	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	50	"2"	NA	"2"	NA	"1"	10	"2"	NA	"2"	NA	"2"	NA	110	50	50	NA	60	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1837.155468
"0046409"	"0021"	"4"	" 3"	" 2"	"2"	"048"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	180	NA	"1"	300	"1"	50	" "	NA	"1"	40	"2"	NA	"2"	NA	"2"	NA	570	180	NA	180	390	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	977.458749
"0046416"	"0021"	"4"	" 3"	" 2"	"1"	"045"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	977.458749
"0046421"	"0021"	"4"	" 3"	" 2"	"2"	"004"	"1"	"1"	"1"	"1"	"1"	"02"	"2"	"1"	" "	0	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	NA	NA	210	NA	NA	"1"	120	"2"	NA	"1"	250	"1"	30	"1"	230	"2"	NA	"2"	NA	870	240	30	210	630	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	977.458749
"0046437"	"0022"	"4"	" 4"	" 2"	"1"	"060"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1327.33685
"0046442"	"0022"	"4"	" 4"	" 2"	"2"	"058"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1327.33685
"0046455"	"0022"	"4"	" 4"	" 2"	"1"	"028"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	45	NA	60	"1"	20	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	125	105	NA	105	20	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1327.33685
"0046468"	"0022"	"4"	" 4"	" 2"	"2"	"025"	"1"	"1"	"1"	"1"	"4"	"08"	"1"	"4"	" "	2500	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	40	NA	NA	4800	"1"	80	"1"	60	" "	NA	"1"	40	"2"	NA	"1"	30	"1"	40	7590	7340	2500	4840	250	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1327.33685
"0000290"	"0023"	"4"	" 4"	" 2"	"1"	"037"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1593.227335
"0000304"	"0023"	"4"	" 4"	" 2"	"2"	"040"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1593.227335
"0000311"	"0023"	"4"	" 4"	" 2"	"1"	"004"	"1"	"1"	"1"	"0"	"1"	"02"	"2"	"1"	" "	1070	"1"	720	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"1"	504	"2"	NA	"1"	45	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	250	"2"	NA	"1"	200	"2"	NA	"2"	NA	"2"	NA	"2"	NA	2789	2339	2339	NA	450	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1593.227335
"0000326"	"0023"	"4"	" 4"	" 2"	"1"	"003"	"1"	"1"	"1"	"0"	"1"	"02"	"2"	"1"	" "	1030	"1"	720	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	NA	NA	NA	NA	NA	"1"	250	"2"	NA	"1"	100	"2"	NA	"2"	NA	"2"	NA	"2"	NA	2100	1750	1750	NA	350	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1593.227335
"0000332"	"0024"	"4"	" 4"	" 2"	"1"	"055"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1080.786958
"0000347"	"0024"	"4"	" 4"	" 2"	"2"	"054"	"1"	"1"	"1"	"0"	"3"	"07"	"1"	"1"	" "	70	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	70	NA	NA	NA	NA	"1"	40	"2"	NA	"2"	NA	"1"	15	"2"	NA	"2"	NA	"2"	NA	125	70	70	NA	55	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1080.786958
"0000350"	"0024"	"4"	" 4"	" 2"	"2"	"026"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1080.786958
"0000363"	"0024"	"4"	" 4"	" 2"	"2"	"023"	"1"	"1"	"1"	"1"	"4"	"08"	"3"	"4"	" "	1500	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"2"	NA	"2"	NA	NA	400	NA	NA	NA	"2"	NA	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	1900	1900	1500	400	NA	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1080.786958
"0000379"	"0025"	"4"	" 5"	" 5"	"1"	"060"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	102	NA	NA	NA	"1"	0	"2"	NA	" "	NA	"2"	NA	"2"	NA	"2"	NA	"2"	NA	102	102	NA	102	0	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1610.377409
"0000385"	"0025"	"4"	" 5"	" 5"	"2"	"060"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	264	NA	NA	"1"	40	"1"	30	" "	NA	"1"	10	"2"	NA	"2"	NA	"2"	NA	344	264	NA	264	80	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1610.377409
"0000398"	"0025"	"4"	" 5"	" 5"	"2"	"028"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	120	NA	600	NA	"1"	100	"1"	30	" "	NA	"1"	30	"2"	NA	"2"	NA	"2"	NA	880	720	NA	720	160	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1610.377409
"0000402"	"0025"	"4"	" 5"	" 5"	"2"	"026"	"1"	"1"	"0"	"1"	"5"	"11"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	600	NA	"1"	207	"1"	60	" "	NA	"1"	35	"2"	NA	"2"	NA	"2"	NA	902	600	NA	600	302	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1610.377409
"0000419"	"0025"	"4"	" 5"	" 5"	"2"	"019"	"1"	"1"	"1"	"0"	"4"	"08"	"1"	"1"	" "	1143	"2"	NA	" "	NA	"2"	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	"1"	150	"1"	120	NA	NA	NA	NA	NA	"1"	70	"1"	30	" "	NA	"1"	45	"2"	NA	"2"	NA	"2"	NA	1558	1413	1413	NA	145	"2"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1610.377409
"0000424"	"0026"	"2"	" 6"	" 4"	"2"	"045"	"2"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1480.898097
"0000430"	"0026"	"2"	" 6"	" 4"	"1"	"070"	"1"	"0"	"0"	"0"	"0"	"00"	" "	" "	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	" "	NA	NA	NA	NA	NA	NA	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1480.898097
